Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
473	KIC12055375	1.04	0.16	0.12	1.54	0.1	0.08	5991	75	75	2.481	0.210149961264132	0.210149961264132	-0.34	0.2	0.1	4.081	0.025	0.026	0.2845	0.0246	0.0235	3.8670157	MS	G	NA	C14sdss	13.4615384615385	5.84415584415584	1.25187781672509	8.47037328755068	A
474	KIC12058443	1.12	0.12	0.11	3.24	0.14	0.13	4986	81	81	6.645	0.643725343742905	0.643725343742905	0.16	0.1	0.15	3.464	0.01	0.011	0.0328	0.001	9e-04	4.5257932	PMS	K	NA	C14sdss	10.2678571428571	4.16666666666667	1.62454873646209	9.68736408943424	A
475	KIC12068975	0.92	0.06	0.06	1.12	0.03	0.03	6004	102	102	1.667	0.14812128720472	0.14812128720472	-0.401	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.644130388466728	0.036929195369647	0.036929195369647	3.8584942	MS	F	p	huber13	6.52173913043478	2.67857142857143	1.69886742171885	8.88550013225674	A
476	KIC12069127	1.59	0.0629682459657247	0.0629682459657247	2.295	0.031890437438204	0.0312409987036266	6476	66	66	9.191	0.784090215884662	0.784090215884662	0.076	0.1	0.1	3.916	0.00670820393249937	0.00670820393249937	0.1312	0.00171212441136735	0.001537	3.5490982	MS	F	NA	serenelli17	3.96026704186947	1.3754125521096	1.01914762198888	8.53106534527975	A
477	KIC12069424	1.0491	0.019	0.0209	1.2156	0.012	0.012	5825	50	50	1.531	0.072	0.07	0.1	0.03	0.03	4.2867	0.0066	0.0066	0.58224770967971	0.0111199488672679	0.0120282650379945	3.9758287	MS	G	NA	silva17	1.90162996854447	0.987166831194472	0.858369098712446	4.6374918354017	A
478	KIC12069449	0.9883	0.0209	0.019	1.0957	0.009	0.009	5750	50	50	1.173	0.058	0.049	0.05	0.02	0.02	4.3527	0.0055	0.0066	0.750644840565301	0.0131723599176195	0.0151210851502024	4.0249912	MS	G	NA	silva17	2.01861782859456	0.821392716984576	0.869565217391304	4.56095481670929	A
479	KIC12069569	1.363	0.0763806258157132	0.0704343666117613	2.314	0.094847245611035	0.0885494212290515	6357	59	59	9.057	0.82883283083401	0.82883283083401	-0.109	0.1	0.1	3.843	0.0245153013442625	0.0254950975679639	0.1097	0.0100090151863208	0.00962506903871344	3.6271027	MS	F	NA	serenelli17	5.38572972954786	3.96276289628536	0.928110744061664	9.15129547128199	A
480	KIC12117868	1.11	0.068264192663504	0.0632455532033676	1.326	0.0474341649025257	0.0445982062419555	6160	51	51	2.205	0.193501337269489	0.193501337269489	-0.108	0.099	0.099	4.239	0.021377558326432	0.0223606797749979	0.4732	0.0369493480456692	0.0355644038471053	3.7562362	MS	F	NA	serenelli17	5.92386242643566	3.47030057105887	0.827922077922078	8.77557085122398	A
481	KIC12156916	1.28	0.14	0.16	1.58	0.06	0.07	6546	56	56	3.54	0.309113868215457	0.309113868215457	-0.42	0.2	0.15	4.146	0.015	0.018	0.3241	0.0104	0.01	3.5032132	MS	F	NA	C14sdss	11.71875	4.11392405063291	0.855484265200122	8.73203017557787	A
482	KIC12253255	1.48	0.16	0.14	2.27	0.11	0.09	6457	64	64	9.183	0.787558936040192	0.787558936040192	0.1	0.2	0.1	3.89	0.018	0.018	0.1244	0.0068	0.0071	3.5615527	MS	F	NA	C14sdss	10.1351351351351	4.40528634361234	0.991172371070156	8.57627067450933	A
483	KIC12258514	1.2581	0.0095	0.0095	1.6055	0.012	0.009	5964	77	77	3.162	0.104	0.09	0	0.1	0.1	4.1261	0.0033	0.0044	0.304067892905333	0.00454797244513884	0.00472622683048079	3.8847142	MS	G	NA	silva17	0.755106907241078	0.654001868576767	1.29107981220657	3.06767868437698	A
484	KIC12265063	1.12	0.0754320886625844	0.0708378429936993	1.641	0.0572712842531054	0.0554616984954482	6189	60	60	3.367	0.302359729694871	0.302359729694871	-0.268	0.101	0.101	4.056	0.0240416305603426	0.0230867927612304	0.2531	0.0149093752048837	0.0251298521483912	3.7372267	MS	F	NA	serenelli17	6.52990766322695	3.43488673822528	0.969461948618517	8.98009295203062	A
485	KIC12304142	1.36	0.09	0.11	1.83	0.04	0.05	6186	56	56	4.448	0.382339102492622	0.382339102492622	0.06	0.15	0.1	4.045	0.012	0.013	0.2218	0.006	0.006	3.7391932	MS	F	NA	C14sdss	7.35294117647059	2.45901639344262	0.905269964435823	8.59575320352117	A
486	KIC12307366	1.39	0.29	0.08	3.81	0.3	0.12	5064	79	79	10.13	1.08257177893044	1.08257177893044	0.02	0.1	0.15	3.429	0.011	0.012	0.0253	0.0011	0.0011	4.4746642	PMS	K	NA	C14sdss	13.3093525179856	5.51181102362205	1.56003159557662	10.6867895254732	A
487	KIC12314973	1.35	0.08	0.08	1.57	0.08	0.08	6215	89	89	3.494	0.304589392801797	0.304589392801797	0.17	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.33946452666714	0.0454513173780271	0.0454513173780271	3.7201837	MS	F	p	huber13	5.92592592592593	5.09554140127389	1.4320193081255	8.71749836295926	A
488	KIC12317678	1.452	0.0742024258363566	0.0730068489937759	1.851	0.0346698716467194	0.034132096331752	6549	48	48	5.484	0.499756557166578	0.499756557166578	-0.3	0.204	0.204	4.066	0.00848528137423857	0.00848528137423857	0.2292	0.0028247718491942	0.00291908701480446	3.5012467	MS	F	NA	serenelli17	5.06918990461889	1.85850804912133	0.732936326156665	9.1129933837815	A
489	KIC12366681	1.516	0.0965401470891774	0.0802807573457052	2.62	0.0560357029044876	0.0459673797382448	6188	66	66	14.21	1.14715463299792	1.14715463299792	0.15	0.1	0.1	3.781	0.0134164078649987	0.01	0.08423	0.00177320162418153	0.00175642961714952	3.7378822	MS	F	NA	serenelli17	5.83182402489718	1.94662371455596	1.06658047834518	8.07286863474963	A
490	KIC12507240	1.37	0.11	0.1	1.94	0.06	0.06	6157	97	97	4.666	0.394698516195017	0.394698516195017	0.02	0.2	0.15	4.001	0.015	0.015	0.1892	0.0071	0.0071	3.7582027	MS	F	NA	C14sdss	7.66423357664234	3.09278350515464	1.57544258567484	8.45903378043327	A
491	KIC12508433	1.17	0.09	0.12	2.2	0.07	0.09	5257	74	74	3.943	0.377045108976199	0.377045108976199	0.2	0.15	0.15	3.819	0.011	0.013	0.1094	0.0038	0.0036	4.3481527	PMS	G	NA	C14sdss	8.97435897435897	3.63636363636364	1.40764694692791	9.5623918076642	A
492	KIC12735580	1.17	0.2	0.12	1.81	0.1	0.08	6170	64	64	4.369	0.387567902099446	0.387567902099446	0.06	0.15	0.15	3.994	0.03	0.029	0.199	0.0176	0.0168	3.7496812	MS	F	NA	C14sdss	13.6752136752137	4.97237569060773	1.03727714748784	8.87086065688822	A
493	KIC1430163	1.34	0.06	0.06	1.48	0.03	0.03	6520	84	84	3.592	0.288982235214758	0.288982235214758	-0.11	0.09	0.09	4.221	0.013	0.014	0.4099	0.0171	0.0174	3.5202562	MS	F	NA	C14bruntt	4.47761194029851	2.02702702702703	1.28834355828221	8.04516245029951	A
494	KIC1435467	1.344	0.0447772263544762	0.042190046219458	1.693	0.0180277563773199	0.0188679622641132	6433	86	86	4.083	0.335815055345119	0.335815055345119	-0.028	0.099	0.099	4.109	0.00632455532033676	0.00632455532033676	0.2777	0.00281254351077454	0.0028252267165663	3.5772847	MS	F	NA	serenelli17	3.23538960468505	1.08965501008367	1.33685683196021	8.22471357690714	A
495	KIC1725815	1.43	0.15	0.11	2.02	0.08	0.08	6550	82	82	6.845	0.587496080720966	0.587496080720966	-0.08	0.15	0.1	3.982	0.014	0.014	0.1732	0.0077	0.0074	3.5005912	MS	F	NA	C14sdss	9.09090909090909	3.96039603960396	1.25190839694656	8.58284997400973	A
496	KIC2010607	1.402	0.0818413098624405	0.0693541635375988	2.41	0.105948100502085	0.0965660395791398	6361	71	71	10.71	0.986519042556871	0.986519042556871	-0.07	0.1	0.1	3.819	0.0271661554144122	0.0271661554144122	0.09973	0.00996484510667376	0.00950166564345431	3.6244807	MS	F	NA	serenelli17	5.39213528530811	4.20153817595903	1.11617670177645	9.21119554208096	A
497	KIC2306756	1.1	0.1	0.1	1.58	0.06	0.06	5543	79	79	NA	NA	NA	0.401	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.271287550600099	0.0170442440167602	0.0170442440167602	4.1606797	PMS	G	p	huber13	9.09090909090909	3.79746835443038	1.42522099945878	100	A
498	KIC2309595	1.167	0.087091905479212	0.0803616824114578	2.423	0.0791201617794099	0.0762430324685476	5238	65	65	2.475	0.0457604590457449	0.0457604590457449	-0.095	0.101	0.101	3.736	0.00824621125123532	0.00824621125123532	0.08183	0.00264017482186313	0.00259301177976499	4.3606072	PMS	G	NA	serenelli17	7.17453247175106	3.20600896095661	1.24093165330279	1.84890743619171	A
499	KIC2450729	1.112	0.0591692487699481	0.0591692487699481	1.758	0.0633245607959503	0.0605392434706612	6029	59	59	3.406	0.295644468294535	0.295644468294535	-0.212	0.1	0.1	3.994	0.0208806130178211	0.0218403296678416	0.2043	0.0161996889167663	0.0152560388371294	3.8421067	MS	F	NA	serenelli17	5.32097560880828	3.52286132726426	0.97860341681871	8.68010770095524	A
500	KIC2837475	1.4291	0.019	0.0209	1.6385	0.015	0.018	6614	77	77	4.767	0.218	0.171	0.01	0.1	0.1	4.1635	0.0066	0.0066	0.325029472338612	0.0075470492152546	0.00760031247780697	3.4586392	MS	F	NA	silva17	1.39598348611014	1.00701861458651	1.1641971575446	4.08013425634571	A
501	KIC2849125	1.534	0.19670536342459	0.080529497701153	2.534	0.118359621493143	0.0933005894943864	6158	56	56	7.412	0.33738489056096	0.33738489056096	0.293	0.101	0.101	3.82	0.0151327459504216	0.0151327459504216	0.09451	0.0054907079689235	0.00526327901597474	3.7575472	MS	F	NA	serenelli17	9.03633836785342	4.17640511025117	0.909386164339071	4.55187386077928	A
502	KIC2852862	1.458	0.061057350089895	0.0595399025864168	2.087	0.0322024843762092	0.0334215499341368	6417	58	58	6.696	0.554198346414326	0.554198346414326	-0.155	0.1	0.1	3.962	0.00640312423743285	0.00806225774829855	0.1604	0.00169998067341955	0.00163983361655992	3.5877727	MS	F	NA	serenelli17	4.13570825364581	1.57220973431591	0.90384915069347	8.276558339521	A
503	KIC2865774	1.28	0.11	0.21	1.79	0.08	0.11	6074	63	63	3.998	0.356470016644336	0.356470016644336	-0.06	0.15	0.15	4.03	0.022	0.025	0.2202	0.0165	0.0161	3.8126092	MS	F	NA	C14sdss	12.5	5.3072625698324	1.03720777082647	8.91620852036858	A
504	KIC2991448	1.113	0.052773099207835	0.0554616984954482	1.757	0.0408044115262063	0.0416173040933696	5836	70	70	2.843	0.1697884633087	0.1697884633087	-0.085	0.1	0.1	3.994	0.00761577310586391	0.00761577310586391	0.2051	0.00539364190505821	0.00533828980105052	3.9686182	MS	G	NA	serenelli17	4.86229998667041	2.3455240643021	1.19945167923235	5.97215839988392	A
505	KIC2998253	1.262	0.0594138031100518	0.0622414652783817	1.425	0.0642884126417817	0.0585234995535981	6333	54	54	3.188	0.263328546014609	0.263328546014609	0.057	0.1	0.1	4.23	0.0294278779391243	0.0304138126514911	0.4347	0.0468969756061092	0.0309065223051705	3.6428347	MS	F	NA	serenelli17	4.81993931808374	4.30918990159228	0.852676456655613	8.25999203308058	A
506	KIC3102384	1.07	0.05	0.05	1.08	0.02	0.02	5739	75	75	1.149	0.116122383209942	0.116122383209942	0.28	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.847240962999787	0.0177544208507919	0.0177544208507919	4.0322017	MS	G	p	huber13	4.67289719626168	1.85185185185185	1.30684788290643	10.1063867023448	A
507	KIC3112152	1.251	0.0982700361249552	0.0834086326467471	1.741	0.056302753041037	0.0554707129934347	6282	59	59	4.304	0.355182210531848	0.355182210531848	-0.136	0.1	0.1	4.052	0.014560219778561	0.0164924225024706	0.2361	0.0110771837576164	0.0113121527571015	3.6762652	MS	F	NA	serenelli17	7.26133768072351	3.2100363594047	0.939191340337472	8.25237478001505	A
508	KIC3112889	1.235	0.058	0.0630317380372777	1.986	0.0605392434706612	0.0588302643203309	6433	65	65	5.684	0.492828563865588	0.492828563865588	-0.358	0.102	0.102	3.932	0.017464249196573	0.017464249196573	0.1568	0.00971453344221945	0.0096366135130553	3.5772847	MS	F	NA	serenelli17	4.90007036588169	3.00527461709447	1.01041504741178	8.67045326997868	A
509	KIC3115178	1.165	0.14101418368377	0.123454445039456	3	0.160639347608237	0.147871565894191	5046	85	85	4.902	0.453773781532749	0.453773781532749	0.08	0.1	0.1	3.549	0.00921954445729289	0.00921954445729289	0.04308	0.00206095687727812	0.00202505265363644	4.4864632	PMS	K	NA	serenelli17	11.3505849237436	5.1418485583738	1.68450257629806	9.25691108797938	A
510	KIC3123191	1.3	0.11	0.17	1.42	0.05	0.06	6568	93	93	3.494	0.323861480811423	0.323861480811423	-0.1	0.15	0.1	4.243	0.02	0.022	0.4505	0.0234	0.0221	3.4887922	MS	F	NA	C14sdss	10.7692307692308	3.87323943661972	1.41595615103532	9.26907500891309	A
511	KIC3223000	1.069	0.0624819974072532	0.0609590026165127	1.164	0.0241867732448957	0.0241867732448957	6198	47	47	2.195	0.187430825510991	0.187430825510991	-0.185	0.1	0.1	4.335	0.0125299640861417	0.0125299640861417	0.6786	0.0206590867174713	0.0214107861602511	3.7313272	MS	F	NA	serenelli17	5.77366697959616	2.07790148152024	0.758309131978057	8.53898977271031	A
512	KIC3236382	1.44	0.16	0.11	1.64	0.06	0.05	6831	58	58	4.73	0.385700199815086	0.385700199815086	-0.06	0.15	0.15	4.165	0.014	0.013	0.3254	0.0114	0.0112	3.3163957	MS	F	NA	C14sdss	9.375	3.35365853658537	0.849070414287806	8.1543382624754	A
513	KIC3241581	1.062	0.0721387551874857	0.0721387551874857	1.084	0.0294108823397055	0.0294108823397055	5770	81	81	1.13	0.0996572855368258	0.0996572855368258	0.185	0.1	0.1	4.393	0.0165529453572468	0.0165529453572468	0.8323	0.0448323360533444	0.0339039062056277	4.0118812	MS	G	NA	serenelli17	6.79272647716438	2.71318102764811	1.40381282495667	8.81922880856866	A
514	KIC3329196	1.098	0.152108513897152	0.136124942607885	2.845	0.168133875230425	0.156604597633658	5161	65	65	4.964	0.484211510460639	0.484211510460639	-0.313	0.101	0.101	3.57	0.0203960780543711	0.0223606797749979	0.04759	0.00337843052910667	0.00326822640586603	4.4110807	PMS	K	NA	serenelli17	13.1253850867503	5.70717878495752	1.25944584382872	9.75446233804671	A
515	KIC3344897	1.55	0.16	0.18	2.34	0.08	0.1	6630	83	83	8.694	0.765139525104026	0.765139525104026	-0.04	0.15	0.1	3.89	0.017	0.016	0.1217	0.0043	0.0044	3.4481512	MS	F	NA	C14sdss	10.9677419354839	3.84615384615385	1.25188536953243	8.80077668626669	A
516	KIC3424541	1.824	0.0765571681816928	0.0778203058333749	2.658	0.0427200187265877	0.0436577599058861	6475	66	66	10.67	0.892296144690191	0.892296144690191	0.27	0.1	0.1	3.849	0.00921954445729289	0.00921954445729289	0.09704	0.00175023241028156	0.00173868606999654	3.5497537	MS	F	NA	serenelli17	4.23183865172883	1.62486415787197	1.01930501930502	8.36266302427546	A
517	KIC3425851	1.178	0.049	0.049	1.36	0.015	0.018	6343	85	85	2.728	0.162	0.157	-0.016	0.0721110255092798	0.0721110255092798	4.243	0.008	0.008	0.470137064128968	0.00639159150628506	0.00568141467225339	3.6362797	MS	F	p	silva15	4.15959252971138	1.21323529411765	1.34005990856062	5.84677419354839	A
518	KIC3427720	1.1	0.0457930125674212	0.0483735464897913	1.117	0.0152643375224737	0.017	6023	51	51	1.54	0.129570502985013	0.129570502985013	-0.037	0.1	0.1	4.384	0.00721110255092798	0.00806225774829855	0.7906	0.00605696565947009	0.00616400924723511	3.8460397	MS	F	NA	serenelli17	4.28029813896421	1.44424071273383	0.846754109247883	8.41366902500082	A
519	KIC3429205	1.325	0.0680294054067798	0.0662117814289874	3.427	0.0639765582068933	0.0630713881248859	5116	62	62	6.026	0.38765396931441	0.38765396931441	-0.046	0.1	0.1	3.49	0.00728010988928052	0.00728010988928052	0.03291	0.000585968087868273	0.000585221026621566	4.4405782	PMS	K	NA	serenelli17	5.06570516361386	1.85363213206564	1.21188428459734	6.43302305533371	A
520	KIC3430893	1.2	0.0619112267686564	0.0715541752799933	1.466	0.0484664832642105	0.0475394572960188	6270	60	60	3.507	0.286407736195391	0.286407736195391	-0.11	0.1	0.1	4.184	0.0181107702762748	0.0181107702762748	0.3808	0.027248209647608	0.0244873136337982	3.6841312	MS	F	NA	serenelli17	5.56105841869374	3.2744181637186	0.956937799043062	8.1667446876359	A
521	KIC3437637	1.039	0.0613269924258479	0.0604152298679729	2.01	0.0718401002226472	0.0689637585982667	5483	58	58	3.825	0.351216261260029	0.351216261260029	-0.255	0.102	0.102	3.847	0.0162788205960997	0.0172626765016321	0.1277	0.00833065783716988	0.00829146187351784	4.2000097	PMS	G	NA	serenelli17	5.85862474946202	3.50258355275905	1.05781506474558	9.18212447738639	A
522	KIC3438633	1.28	0.0802620707432845	0.0586941223633168	1.965	0.0679779375974294	0.0566038867923396	6432	73	73	5.59	0.448421680043221	0.448421680043221	-0.184	0.1	0.1	3.959	0.014142135623731	0.014142135623731	0.1686	0.00894517909267333	0.00881517827386378	3.5779402	MS	F	NA	serenelli17	5.42797629322661	3.17002097683891	1.13495024875622	8.02185474138141	A
523	KIC3456181	1.4975	0.0304	0.019	2.1483	0.027	0.027	6384	77	77	7.215	0.243	0.295	-0.15	0.1	0.1	3.949	0.0088	0.0077	0.151095092678077	0.00525175768766423	0.0040962999786947	3.6094042	MS	F	NA	silva17	1.64941569282137	1.25680770842061	1.20614035087719	3.72834372834373	A
524	KIC3531558	1.02	0.07	0.07	1.36	0.04	0.04	5747	85	85	1.741	0.1445606051298	0.1445606051298	0.069	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.412612740572403	0.0213053050209502	0.0213053050209502	4.0269577	MS	G	p	huber13	6.86274509803922	2.94117647058824	1.47903253871585	8.30330873807009	A
525	KIC3534307	0.96	0.13	0.11	1.44	0.07	0.06	5781	59	59	2.003	0.175425643030756	0.175425643030756	-0.24	0.15	0.1	4.104	0.019	0.017	0.3223	0.0098	0.0098	4.0046707	MS	G	NA	C14sdss	12.5	4.51388888888889	1.02058467393185	8.75814493413659	A
526	KIC3544595	0.899	0.009	0.009	0.916	0.006	0.006	5669	75	75	0.78	0.029	0.025	-0.092	0.0721110255092798	0.0721110255092798	4.468	0.003	0.003	1.17392230665436	0.0113628293445068	0.0127831830125701	4.0780867	MS	G	p	silva15	1.00111234705228	0.655021834061135	1.32298465337802	3.46153846153846	A
527	KIC3545753	1.258	0.0573149195236284	0.0618465843842649	2.296	0.0577754273026172	0.056859475903318	6206	58	58	8.035	0.720810235740592	0.720810235740592	-0.338	0.105	0.105	3.814	0.0148660687473185	0.0158113883008419	0.1036	0.00548957193230948	0.00531041015365103	3.7260832	MS	F	NA	serenelli17	4.73614880397032	2.4964046865404	0.934579439252336	8.97088034524695	A
528	KIC3547794	1.4	0.11	0.13	1.75	0.06	0.06	6825	81	81	5.785	0.491271159812543	0.491271159812543	-0.14	0.15	0.15	4.093	0.019	0.019	0.2585	0.0152	0.0145	3.3203287	MS	F	NA	C14sdss	8.57142857142857	3.42857142857143	1.18681318681319	8.49215488007853	A
529	KIC3630240	1.309	0.142337626789265	0.13186735759846	4.101	0.182485615871498	0.176773866846884	5256	71	71	7.836	0.717243122228563	0.717243122228563	-0.613	0.103	0.103	3.328	0.0114017542509914	0.0114017542509914	0.01895	0.000789241281231538	0.000776631135095677	4.3488082	PMS	G	NA	serenelli17	10.4738343921973	4.38014487586421	1.35083713850837	9.15317920148753	A
530	KIC3632418	1.4082	0.0209	0.0209	1.9114	0.021	0.024	6193	77	77	5.14	0.209	0.2	-0.041	0.0721110255092798	0.0721110255092798	4.0238	0.0077	0.0077	0.202028265037994	0.00658120872097152	0.0054079965911512	3.7346047	MS	F	p	silva17	1.48416418122426	1.17714764047295	1.24333925399645	3.97859922178988	A
531	KIC3633847	1.285	0.142337626789265	0.071505244562899	1.858	0.0581377674149945	0.0485489443757534	6122	51	51	5.266	0.47585644152796	0.47585644152796	0.12	0.1	0.1	4.013	0.0183575597506858	0.0158113883008419	0.2025	0.00707780990137486	0.00695968059611934	3.7811452	MS	F	NA	serenelli17	8.32073429385851	2.87100946692002	0.833061091146684	9.03639273695329	A
532	KIC3633889	1.208	0.0576281181368956	0.06	1.322	0.0355105618091294	0.0355105618091294	6452	49	49	2.788	0.231897345463035	0.231897345463035	-0.12	0.1	0.1	4.276	0.0120415945787923	0.0120415945787923	0.5205	0.0230650326034888	0.025021395424716	3.5648302	MS	F	NA	serenelli17	4.86871349904369	2.68612419131085	0.759454432734036	8.31769531789937	A
533	KIC3640905	1.3	0.08	0.08	2.94	0.07	0.07	4991	75	75	2.75	0.112529637707296	0.112529637707296	0.333	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.0514168027838932	0.000667566223989774	0.000667566223989774	4.5225157	PMS	K	p	huber13	6.15384615384615	2.38095238095238	1.50270486876377	4.09198682571984	A
534	KIC3642422	1.566	0.106018866245589	0.144027775099111	3.21	0.09037698822156	0.110724884285331	5325	98	98	9.807	1.03755686431547	1.03755686431547	-0.019	0.1	0.1	3.617	0.0122065556157337	0.0138924439894498	0.04718	0.00140952057452171	0.00145941812034797	4.3035787	PMS	G	NA	serenelli17	7.9836092383365	3.13242792066809	1.84037558685446	10.5797579720146	A
535	KIC3643774	1.275	0.0565862174031804	0.0618465843842649	1.588	0.0233452350598575	0.0256124969497314	6029	104	104	2.911	0.199115374876444	0.199115374876444	0.158	0.1	0.1	4.141	0.00860232526704263	0.00860232526704263	0.3183	0.00469107930011847	0.00474108690070115	3.8421067	MS	F	NA	serenelli17	4.64442359950766	1.54149030256892	1.72499585337535	6.84010219431274	A
536	KIC3656476	1.075	0.0402243707222375	0.0410487515035476	1.316	0.0184390889145858	0.0184390889145858	5684	56	56	1.626	0.13908986340791	0.13908986340791	0.233	0.1	0.1	4.23	0.00721110255092798	0.00721110255092798	0.4711	0.00583239477487593	0.00585625964246805	4.0682542	MS	G	NA	serenelli17	3.78014521980396	1.40114657405667	0.985221674876847	8.55411214070789	A
537	KIC3657002	1.219	0.0646606526413089	0.0898943824718764	1.516	0.0324499614791759	0.037589892258425	6006	64	64	2.732	0.226473371932982	0.226473371932982	0.112	0.1	0.1	4.161	0.0128062484748657	0.0136014705087354	0.3487	0.00975617840140288	0.00942539341353983	3.8571832	MS	F	NA	serenelli17	6.33941899561875	2.31002156126652	1.06560106560107	8.28965490237855	A
538	KIC3661135	1.11	0.0537121960079831	0.0555427763079953	1.879	0.0477598157450382	0.0477598157450382	5603	71	71	3.542	0.319592291678029	0.319592291678029	-0.02	0.1	0.1	3.935	0.0114017542509914	0.0114017542509914	0.1673	0.00720809905592314	0.00699696827204469	4.1213497	PMS	G	NA	serenelli17	4.9213951493684	2.54176773523354	1.26717829734071	9.02293313602567	A
539	KIC3730801	1.24	0.0678969807870718	0.113159179919262	1.595	0.0449444101084885	0.052773099207835	5894	58	58	2.844	0.246867410490714	0.246867410490714	0.164	0.1	0.1	4.123	0.0126491106406735	0.0136014705087354	0.3043	0.0130806536916165	0.0124754559435718	3.9305992	MS	G	NA	serenelli17	7.30065164138445	3.06324480615434	0.984051577875806	8.68028869517279	A
540	KIC3733735	1.441	0.0660378679243962	0.0718401002226472	1.425	0.0277848879788996	0.0277848879788996	6711	66	66	3.631	0.279777268342257	0.279777268342257	-0.077	0.1	0.1	4.287	0.01	0.0106301458127346	0.4983	0.01103520951319	0.0115270822414	3.3950557	MS	F	NA	serenelli17	4.78410715291615	1.94981670027366	0.983459991059455	7.70524010857221	A
541	KIC3735871	1.15	0.0427200187265877	0.0475394572960188	1.113	0.0148660687473185	0.0167630546142402	6176	50	50	1.542	0.12896442448014	0.12896442448014	-0.032	0.099	0.099	4.405	0.00670820393249937	0.00761577310586391	0.8332	0.0081211295396638	0.00818106655638493	3.7457482	MS	F	NA	serenelli17	3.92432504446115	1.42089502971962	0.809585492227979	8.36345165240859	A
542	KIC3761840	1.538	0.0658027355054484	0.0698927750200262	2.814	0.0746726188103779	0.0737360156233031	6236	61	61	12.97	1.13237954655977	1.13237954655977	0.011	0.1	0.1	3.725	0.0158113883008419	0.0158113883008419	0.06876	0.00379772225024422	0.00369610690997974	3.7064182	MS	F	NA	serenelli17	4.41142752033403	2.63696933961764	0.978191148171905	8.73075980385329	A
543	KIC3854781	1.197	0.0567274184147313	0.0598163857149527	1.792	0.0358050275799363	0.0374432904536981	5705	102	102	3.408	0.294317890671679	0.294317890671679	0.256	0.1	0.1	4.009	0.010295630140987	0.010295630140987	0.2079	0.00625088673709579	0.00615700219262589	4.0544887	MS	G	NA	serenelli17	4.8681622443477	2.04375887370632	1.78790534618755	8.63608834130513	A
544	KIC3942719	1.099	0.0595063021872474	0.0567978872846517	2.107	0.0563648826841678	0.0554616984954482	5736	65	65	4.016	0.104548159379123	0.104548159379123	-0.364	0.101	0.101	3.83	0.0104403065089106	0.0104403065089106	0.1172	0.00459148777630955	0.00457842811453888	4.0341682	PMS	G	NA	serenelli17	5.29136439817557	2.65369200711001	1.13319386331939	2.60329082119329	A
545	KIC3952307	1.275	0.0622896460095897	0.0684105255059483	2.076	0.0483735464897913	0.0475078940808788	6210	118	118	6.262	0.48695300120495	0.48695300120495	-0.118	0.1	0.1	3.908	0.0139283882771841	0.0139283882771841	0.1421	0.00597685201422956	0.00586124526018149	3.7234612	MS	F	NA	serenelli17	5.12549692217796	2.30928325073868	1.90016103059581	7.77631748969898	A
546	KIC3952580	1.458	0.0642028036770981	0.0618465843842649	2.709	0.0466154480832267	0.0474341649025257	6115	101	101	11.88	1.0567874435588	1.0567874435588	-0.074	0.1	0.1	3.736	0.010295630140987	0.0094339811320566	0.07331	0.00197078991523704	0.00194487863117471	3.7857337	MS	F	NA	serenelli17	4.32268134641163	1.73587325555098	1.6516762060507	8.8955172016734	A
547	KIC3967430	1.36	0.09	0.12	1.47	0.04	0.05	6622	53	53	3.565	0.281704945624284	0.281704945624284	0	0.15	0.15	4.236	0.014	0.014	0.4287	0.0162	0.0158	3.4533952	MS	F	NA	C14sdss	7.72058823529412	3.06122448979592	0.800362428269405	7.90196200909632	A
548	KIC3967859	1.008	0.0605392434706612	0.0596824932455071	1.284	0.0344383507154451	0.0335410196624968	6211	78	78	1.933	0.172593806759579	0.172593806759579	-0.375	0.1	0.1	4.224	0.0158113883008419	0.0158113883008419	0.4756	0.0136867563724938	0.0296650130625287	3.7228057	MS	F	NA	serenelli17	5.96337979742898	2.64717174368933	1.25583641925616	8.92880531606718	A
549	KIC4038445	1.067	0.0796052762070455	0.0769415362466854	2.667	0.0836719785830358	0.0827647267862342	5327	69	69	4.939	0.47477908781434	0.47477908781434	-0.766	0.105	0.105	3.613	0.00854400374531753	0.00854400374531753	0.05619	0.00165646038286462	0.00164188824223819	4.3022677	PMS	G	NA	serenelli17	7.33583938396115	3.12029818840026	1.29528815468369	9.61285863159223	A
550	KIC4049576	1.159	0.0674166151627327	0.0691158447825099	1.944	0.0919238815542512	0.0861278120005379	6066	84	84	4.633	0.331409816577219	0.331409816577219	-0.264	0.101	0.101	3.923	0.0284429253066558	0.0304138126514911	0.1568	0.0171971463911894	0.016751905682638	3.8178532	MS	F	NA	serenelli17	5.8900974954807	4.57951886714992	1.38476755687438	7.15324447608935	A
